,Date,Team,Player,Leg Code,Game,3DA,W/A
70,3/19/19,N.W.O.,Brian Fenlon,9.3,501 SIDO,82.9,W
57,2/12/19,Turtle Power,Dave Hunter,7.3,301 DIDO,82.5,A
62,1/14/19,Baywatch,Santiago Rodriguez,9.2,501 SIDO,82.3,W
14,2/26/19,Full of Bull,Carlos Perez,2.3,501 SIDO,82.3,W
62,3/19/19,N.W.O.,Brian Fenlon,9.1,501 SIDO,82.3,0
2,3/20/19,140 Darts,Jimmy Stathopoulos,1.2,301 DIDO,82.1,W
34,3/11/19,Wolfpack,Daniel K Siemaszko,5.1,301 DIDO,82.1,W
20,2/18/19,Try Not to Suck!,Matt Petersen,3.3,301 DIDO,82.1,W
23,2/12/19,Be Somebody!,Joe DaVanti,4.1,301 DIDO,82.1,W
31,3/19/19,N.W.O.,Brian Fenlon,5.1,301 DIDO,82.1,W
43,3/18/19,Funky Bunch,Michael Van de Cotte,6.2,301 DIDO,82,A
61,3/19/19,Cork Busters,Eddie  Palacios,9.1,501 SIDO,81.4,W
69,1/29/19,Dart Team,Shlomo Bogoff,9.3,501 SIDO,81.3,0
42,1/22/19,Sparkle Motion,Dan Crone,6.1,501 SIDO,81.3,A
64,1/22/19,Turtle Power,Dave Hunter,9.2,501 SIDO,81,W
60,2/11/19,Kiss My Blarney Stone,David Mendoza,9.2,501 SIDO,80.5,A
34,", 4-8-19",Phantom Cork,Andrew Flanagan,6.1,301 DIDO,80.3,W
33,1/28/19,Incredibulls,Robbie Malinowski,6.1,501 SIDO,80.1,W
48,2/25/19,Dark Nights,Karl Hamilton,7.2,301 DIDO,80,A
43,", 4-8-19",Phantom Cork,Bernie Pedersoli,6.3,301 DIDO,80,0
49,2/19/19,Fighting Fish,Jamie Fuentes,8.1,301 DIDO,80,A
53,1/21/19,Phantom Cork,Matt Borus,7.2,301 DIDO,80,0
4,1/15/19,Be Somebody!,Joe DaVanti,2.1,301 DIDO,80,0
65,2/26/19,140 Darts,Jimmy Stathopoulos,9.3,501 SIDO,79.8,0
13,1/22/19,Turtle Power,Ken Hill,2.3,501 SIDO,79.8,A
56,1/15/19,Be Somebody!,Rob Ethington,9.1,501 SIDO,79.8,A
63,3/18/19,Tripwire,Ron Kulowitch,9.2,501 SIDO,79.5,0
70,1/22/19,The Deuce,Anthony Hernandez,9.3,501 SIDO,79.5,A
38,3/19/19,Cork Busters,Brian DiCrescenzo,6.2,501 SIDO,79.5,W
65,", 2-5-19",Dart Daddies,Konnor DePasquale,9.2,501 SIDO,79.4,W
53,", 3-5-19",Con dArtists,Craig Eitings,7.2,301 DIDO,79.3,W
61,3/26/19,Never Convicted,Jim Simpson,9.1,501 SIDO,79.3,0
14,1/29/19,The Reveler,Chris Zaylor,2.3,501 SIDO,79.2,W
2,", 4-8-19",Con dArtists,Danny Morales,1.2,501 SIDO,79.1,W
5,", 4-8-19",Silver Bullet Boys,Peter Swanson,1.3,501 SIDO,79.1,W
0,2/26/19,Cork Busters,Liz Tynan,1.1,501 SIDO,79.1,W
40,", 4-1-19",140 Darts,Jimmy Stathopoulos,6.1,501 SIDO,79,A
32,3/11/19,MasterGators,Timothy Smith,5.2,301 DIDO,79,0
33,", 3-5-19",N.W.O.,John McCreery,6.1,501 SIDO,78.9,W
6,2/25/19,Happy Accident,Daniel McGinly,2.1,301 DIDO,78.7,0
39,3/19/19,Cork Busters,Liz Tynan,6.2,501 SIDO,78.7,A
14,2/25/19,FTW!,Jason Holowka,2.3,501 SIDO,78.5,A
39,2/25/19,Phantom Cork,Bernie Pedersoli,6.3,301 DIDO,78.5,0
41,", 2-5-19",Beer B4 Bulls!,Alvin Elton,7.1,301 DIDO,78.5,0
9,1/22/19,Con dArtists,Joey Aiello,2.2,501 SIDO,78.3,W
58,3/11/19,Happy Accident,Daniel McGinly,9.2,501 SIDO,78,W
33,3/26/19,Dart Team,Pat Ryan,5.1,301 DIDO,78,0
40,1/15/19,Be Somebody!,Andrew Balfe,7.1,301 DIDO,78,W
39,2/12/19,The Reveler,Chris Ridolphi,6.2,301 DIDO,77.7,W
53,2/12/19,Fighting Fish,Jamie Fuentes,9.1,501 SIDO,77.7,W
3,1/22/19,Beer B4 Bulls!,Mike Anthony,1.2,501 SIDO,77.7,0
60,1/21/19,Dark Nights,Scott Sedlacek,9.1,501 SIDO,77.5,A
67,2/25/19,Mattadors,Dan Burke,9.3,501 SIDO,77.5,0
8,", 2-5-19",N.W.O.,Brian Fenlon,2.1,301 DIDO,77.5,A
57,2/25/19,Kiss My Blarney Stone,Ben Thulin,9.2,501 SIDO,77.4,W
69,3/12/19,Lunch Specials,Rob Ivanisyzn,9.3,501 SIDO,77.3,0
41,3/18/19,Try Not to Suck!,Matt Petersen,7.1,301 DIDO,77.3,W
12,3/26/19,Fighting Fish,Mike Hobin,2.3,501 SIDO,76.9,W
1,3/11/19,Tripwire,Ron Kulowitch,1.1,501 SIDO,76.8,0
7,1/15/19,N.W.O.,Mike  Fautsch,2.1,301 DIDO,76.8,W
48,2/19/19,The Deuce,Andy Dominello,7.2,301 DIDO,76.7,0
54,", 3-4-19",Funky Bunch,Tony Metz,9.1,501 SIDO,76.7,A
48,3/19/19,Blind Squirrels,Warren Roseland,7.3,301 DIDO,76.7,W
38,2/25/19,MasterGators,Timothy Smith,6.2,501 SIDO,76.6,0
51,", 2-4-19",Happy Accident,Jameson Metcalf,7.1,301 DIDO,76.5,W
49,1/21/19,Drifters,Unlisted Player 1,7.1,301 DIDO,76.5,0
39,1/22/19,The Deuce,Andy Dominello,6.1,501 SIDO,76.5,0
15,3/12/19,Sparkle Motion,Dan Crone,2.3,301 DIDO,76.3,W
14,2/25/19,Happy Accident,Daniel McGinly,2.3,501 SIDO,76.1,W
60,1/22/19,Con dArtists,Tanner Biwer,9.1,501 SIDO,76,W
63,2/19/19,The Deuce,Andy Dominello,9.2,501 SIDO,76,W
44,", 4-1-19",140 Darts,Jimmy Stathopoulos,6.2,501 SIDO,76,0
64,", 4-9-19",Be Somebody!,Andrew Balfe,9.3,501 SIDO,76,0
9,2/12/19,Dart Team,Alex Falk Jr,2.2,301 DIDO,75.9,W
73,", 2-4-19",Happy Accident,John Gunderson,9.2,501 SIDO,75.8,W
76,3/11/19,Tripwire,Mike Mitsui,9.3,501 SIDO,75.8,A
51,", 4-2-19",Silver Bullet Boys,Johnny Madden,7.2,301 DIDO,75.7,0
41,3/19/19,Blind Squirrels,Jim O'Malley,7.1,301 DIDO,75.5,W
70,3/11/19,Wolfpack,Calvin J Klemundt,9.2,501 SIDO,75.5,0
58,1/15/19,N.W.O.,Brian Fenlon,9.1,501 SIDO,75.5,0
66,3/12/19,Motley Crew,Kevin Askham,9.3,501 SIDO,75.4,0
45,", 4-9-19",Kiss My Blarney Stone,Matt Hamilton,6.2,501 SIDO,75.3,A
60,", 3-5-19",Con dArtists,Joey Aiello,9.1,501 SIDO,75.3,W
30,", 4-8-19",Con dArtists,John Leighton,5.2,301 DIDO,75.3,W
33,2/25/19,Never Convicted,Peter Citera,5.1,301 DIDO,75.3,W
73,3/11/19,Mattadors,Bob Devogelear,9.1,501 SIDO,75.3,A
12,1/14/19,Big Wayne,Ken Brookins,3.1,301 DIDO,75.3,W
31,", 2-5-19",N.W.O.,Angel Gonzalez,5.2,301 DIDO,75.3,W
20,2/26/19,Be Somebody!,David Scholtes,3.2,301 DIDO,75.3,W
56,", 4-9-19",Be Somebody!,Brad Bouxsein,9.1,501 SIDO,75.3,W
17,1/15/19,Cork Busters,Nick Cecere,3.2,301 DIDO,75.3,W
17,2/26/19,Beer B4 Bulls!,Alvin Elton,3.2,301 DIDO,75.3,W
66,3/12/19,Cork Busters,Nick Georgeson,9.2,501 SIDO,75.3,W
2,1/22/19,Con dArtists,Craig Eitings,1.2,501 SIDO,75.2,W
33,1/29/19,Dart Team,Alex Falk Jr,5.3,501 SIDO,75.2,W
35,3/12/19,Trip 'N' Bulls,Frank Djolic,5.3,501 SIDO,75.2,W
56,3/12/19,Con dArtists,Tanner Biwer,9.1,501 SIDO,75.2,W
38,", 4-1-19",140 Darts,Jimmy Stathopoulos,5.3,501 SIDO,75.2,W
35,3/19/19,140 Darts,Jimmy Stathopoulos,5.3,501 SIDO,75.2,W
34,3/18/19,Wolfpack,Daniel K Siemaszko,5.2,501 SIDO,75.2,W
3,2/26/19,Trip 'N' Bulls,David Trimble Jr,1.2,501 SIDO,75.2,W
0,2/12/19,N.W.O.,John McCreery,1.1,501 SIDO,75.2,W
39,2/26/19,N.W.O.,Brian Fenlon,5.3,501 SIDO,75.2,W
5,3/19/19,N.W.O.,John McCreery,1.3,501 SIDO,75.2,W
3,1/15/19,Cork Busters,Liz Tynan,1.2,501 SIDO,75.2,W
52,", 3-4-19",Incredibulls,Robbie Malinowski,7.2,301 DIDO,75,0
61,", 3-5-19",Con dArtists,Brendan Stanford,9.1,501 SIDO,75,A
4,", 4-8-19",Funky Bunch,Tom  Terzic Jr,1.3,501 SIDO,75,0
43,3/18/19,Nothing But Treble!,Marco Guzman,7.2,301 DIDO,75,W
40,3/19/19,Blind Squirrels,Warren Roseland,7.1,301 DIDO,75,A
53,1/29/19,140 Darts,Matthew Mann,7.2,301 DIDO,75,0
6,", 3-5-19",Full of Bull,Carlos Perez,2.1,301 DIDO,75,W
56,2/12/19,Dogs Bollocks,Tina Muscare,9.2,501 SIDO,75,A
22,2/12/19,N.W.O.,Angel Gonzalez,4.1,301 DIDO,75,0
67,3/12/19,Cork Busters,Eddie  Palacios,9.2,501 SIDO,75,A
35,2/19/19,Silver Bullet Boys,Nick Florek,6.1,501 SIDO,74.8,W
42,", 4-1-19",MasterGators,Timothy Smith,6.2,501 SIDO,74.8,0
53,3/11/19,Never Convicted,Jim Thiel,9.1,501 SIDO,74.8,0
64,", 2-5-19",Fighting Fish,Jamie Fuentes,9.2,501 SIDO,74.8,A
61,", 2-4-19",Wolfpack,Daniel K Siemaszko,9.1,501 SIDO,74.8,W
12,", 2-4-19",MasterGators,Timothy Smith,2.3,501 SIDO,74.8,A
10,3/19/19,Fighting Fish,Mike Hobin,2.2,301 DIDO,74.7,A
55,", 3-5-19",N.W.O.,Angel Gonzalez,9.1,501 SIDO,74.7,W
71,", 3-5-19",Dogs Bollocks,Anita Sasson-Michel,9.2,501 SIDO,74.5,A
51,2/26/19,Cork Busters,Liz Tynan,7.3,301 DIDO,74.5,0
7,3/26/19,O.T.B.B.,Adam Kushiner,2.1,301 DIDO,74.3,W
69,3/11/19,Flights Templar,Christopher Quinn,9.1,501 SIDO,74.3,W
57,1/15/19,Con dArtists,Craig Eitings,9.1,501 SIDO,74.3,A
44,2/19/19,Fighting Fish,Jamie Fuentes,7.3,501 SIDO,74.3,A
62,1/29/19,Full of Bull,Frank Burton,9.3,501 SIDO,74.3,W
47,3/19/19,O.T.B.B.,Adam Kushiner,7.2,301 DIDO,74,W
60,2/26/19,Trip 'N' Bulls,David Trimble Jr,9.2,501 SIDO,74,0
67,2/26/19,Beer B4 Bulls!,Anne Quinn,9.2,501 SIDO,74,0
15,", 4-2-19",Con dArtists,Brendan Stanford,2.3,501 SIDO,73.7,A
69,1/14/19,Phantom Cork,Brian Elliott,9.3,501 SIDO,73.7,A
52,1/22/19,Con dArtists,Derek Dreis,7.3,301 DIDO,73.5,A
54,2/19/19,Con dArtists,Craig Eitings,7.2,301 DIDO,73.5,W
51,2/18/19,Never Convicted,Josh Batterman,7.2,301 DIDO,73.5,A
53,2/26/19,Beer B4 Bulls!,Brian McKay,7.3,301 DIDO,73.5,A
64,", 2-4-19",O.T.B.A.,Randy Keller,9.1,501 SIDO,73.3,W
56,", 2-5-19",Cork Busters,Nick Georgeson,7.2,301 DIDO,73.3,W
65,3/12/19,Beer B4 Bulls!,Anne Quinn,9.2,501 SIDO,73.3,0
63,3/25/19,O.T.B.A.,Mark Kushiner,9.2,501 SIDO,73.2,W
53,3/11/19,Kiss My Blarney Stone,Phillip Beltz,7.1,301 DIDO,73.1,W
60,2/18/19,Mattadors,Krystian Mlynek,9.2,501 SIDO,73.1,W
63,3/19/19,Full of Bull,Craig Nelson,9.2,501 SIDO,73,0
43,2/25/19,Never Convicted,Brian Cunningham,6.2,501 SIDO,73,A
13,3/26/19,Fighting Fish,Larry Murphy,2.3,501 SIDO,73,A
47,2/26/19,The Deuce,Ryan Charlesworth,7.2,301 DIDO,73,W
66,1/22/19,The Deuce,Anthony Hernandez,9.2,501 SIDO,73,0
9,", 2-5-19",N.W.O.,Mike  Fautsch,2.1,301 DIDO,73,W
56,", 2-4-19",Fun & Games,John Callanan,9.1,501 SIDO,72.8,W
36,1/15/19,Cork Busters,Nick Cecere,6.2,501 SIDO,72.8,A
12,", 3-5-19",Sparkle Motion,Dan Crone,2.3,501 SIDO,72.6,0
70,2/11/19,Baywatch,Andy Hoch,9.3,501 SIDO,72.5,A
35,", 4-2-19",Silver Bullet Boys,Colin Brooks,6.1,501 SIDO,72.5,W
14,1/21/19,MasterGators,Timothy Smith,2.3,501 SIDO,72.5,W
13,3/26/19,Full of Bull,Marcus Burton,2.2,301 DIDO,72.5,A
43,2/26/19,Sparkle Motion,Vince Foss,7.1,301 DIDO,72.5,0
32,", 4-8-19",Dark Nights,Karl Hamilton,6.1,501 SIDO,72.4,W
14,", 2-5-19",Con dArtists,Danny Morales,2.3,501 SIDO,72.3,A
57,2/26/19,Fighting Fish,Jim Cybul,9.1,501 SIDO,72.3,0
50,1/29/19,The Deuce,Alberto Uribe,7.2,301 DIDO,72.3,A
35,1/15/19,Trip 'N' Bulls,Tom Shields,6.1,301 DIDO,72.3,W
68,2/26/19,Be Somebody!,Rob Ethington,9.1,501 SIDO,72.3,0
16,1/29/19,Silver Bullet Boys,Colin Brooks,2.3,501 SIDO,72.2,W
44,3/19/19,N.W.O.,Brian Fenlon,6.3,501 SIDO,72.2,A
35,2/12/19,Con dArtists,Derek Dreis,6.1,301 DIDO,72,0
9,1/15/19,Lunch Specials,Marty LaBelle,2.1,501 SIDO,72,A
15,1/29/19,Sparkle Motion,Dan Crone,2.3,501 SIDO,72,W
63,1/15/19,N.W.O.,Angel Gonzalez,9.2,501 SIDO,72,W
51,2/19/19,Beer B4 Bulls!,Anne Quinn,7.3,301 DIDO,72,0
61,1/15/19,Cork Busters,Nick Georgeson,9.1,501 SIDO,72,W
38,", 4-2-19",Silver Bullet Boys,Colin Brooks,6.2,501 SIDO,71.8,0
62,3/11/19,Funky Bunch,Tom  Terzic Jr,9.3,501 SIDO,71.8,A
57,2/19/19,Dogs Bollocks,Gretchen Meyer,9.1,501 SIDO,71.8,A
67,", 2-5-19",Dart Team,Norm Black,9.2,501 SIDO,71.8,W
15,3/11/19,Nothing But Treble!,Marco Guzman,2.3,501 SIDO,71.8,0
37,1/22/19,Turtle Power,Alex Michel,6.1,501 SIDO,71.8,A
35,", 2-4-19",Funky Bunch,Mark Gillespie,5.3,501 SIDO,71.6,W
2,", 3-4-19",Nothing But Treble!,Cesar Serrano,1.2,501 SIDO,71.6,W
3,2/18/19,MasterGators,Timothy Smith,1.2,501 SIDO,71.6,W
3,1/15/19,N.W.O.,John McCreery,1.2,501 SIDO,71.6,W
4,2/12/19,N.W.O.,John McCreery,1.3,501 SIDO,71.6,W
3,2/19/19,Cork Busters,Eddie  Palacios,1.2,501 SIDO,71.6,W
28,2/19/19,N.W.O.,Brian Fenlon,4.3,501 SIDO,71.6,W
1,", 2-5-19",Cork Busters,Liz Tynan,1.1,501 SIDO,71.6,W
2,", 2-5-19",Be Somebody!,Andrew Balfe,1.2,501 SIDO,71.6,W
4,", 2-5-19",Be Somebody!,Andrew Balfe,1.3,501 SIDO,71.6,W
1,2/19/19,Be Somebody!,Andrew Balfe,1.1,501 SIDO,71.6,W
5,1/15/19,Cork Busters,Liz Tynan,1.3,501 SIDO,71.6,W
65,2/18/19,Fun & Games,Mike Foss,9.1,501 SIDO,71.5,A
47,", 2-5-19",Be Somebody!,David Scholtes,6.3,501 SIDO,71.5,A
11,1/14/19,Dark Nights,Karl Hamilton,2.2,501 SIDO,71.4,W
62,1/21/19,Baywatch,Matthew Krause,9.2,501 SIDO,71.3,A
52,1/14/19,Wolfpack,Daniel K Siemaszko,7.3,301 DIDO,71.3,W
45,", 2-4-19",Nothing But Treble!,Ralph Rios,7.1,301 DIDO,71.3,W
47,3/11/19,Funky Bunch,Michael Van de Cotte,7.2,301 DIDO,71.1,W
63,1/22/19,Fighting Fish,Mike Hobin,9.1,501 SIDO,71,0
44,3/12/19,Con dArtists,John Leighton,7.1,301 DIDO,71,W
12,2/18/19,Phantom Cork,John Stasiowski,2.3,501 SIDO,71,A
12,1/29/19,Full of Bull,Carlos Perez,2.3,501 SIDO,71,0
0,3/12/19,Beer B4 Bulls!,Mike Anthony,1.1,501 SIDO,71,0
29,2/19/19,Cork Busters,Nick Cecere,4.3,501 SIDO,70.9,0
46,3/26/19,Trip 'N' Bulls,Tom Levar,7.1,301 DIDO,70.8,W
42,", 2-5-19",N.W.O.,Mike  Fautsch,7.1,301 DIDO,70.7,W
40,", 3-5-19",N.W.O.,Mike  Fautsch,7.1,301 DIDO,70.7,A
6,", 4-9-19",Be Somebody!,Joe DaVanti,2.1,301 DIDO,70.7,W
45,2/19/19,Be Somebody!,David Scholtes,7.1,301 DIDO,70.7,W
49,2/25/19,Dark Nights,Andrew Weir,7.2,301 DIDO,70.5,W
15,", 3-5-19",BustnBalls,Karey Williams,2.3,501 SIDO,70.5,A
44,", 3-4-19",Incredibulls,Gary Hail,6.2,501 SIDO,70.5,A
8,", 4-1-19",Phantom Cork,Brian Elliott,2.2,501 SIDO,70.5,A
57,1/21/19,Drifters,Sean Ryan,7.3,301 DIDO,70.5,0
69,2/26/19,Be Somebody!,Andrew Balfe,9.1,501 SIDO,70.5,0
57,", 2-5-19",Trip 'N' Bulls,Tom Shields,7.3,301 DIDO,70.3,W
41,3/26/19,We're Here to Drink!,Brian Thomas,6.2,501 SIDO,70.3,W
52,2/25/19,Big Wayne,Ken Brookins,9.1,501 SIDO,70.3,0
42,3/25/19,Never Convicted,Peter Citera,7.1,301 DIDO,70.3,A
59,2/26/19,Sparkle Motion,Greg Klein,9.2,501 SIDO,70.3,W
28,1/15/19,Be Somebody!,Joe DaVanti,5.1,301 DIDO,70.3,0
0,", 2-5-19",Be Somebody!,Andrew Balfe,1.1,501 SIDO,70.3,0
64,3/26/19,Lunch Specials,Rob Ivanisyzn,9.2,501 SIDO,70.2,A
47,3/11/19,Wolfpack,Samuel  Casiano,6.3,301 DIDO,70.1,W
14,", 4-2-19",Con dArtists,Tanner Biwer,2.3,501 SIDO,70,W
41,", 4-8-19",Con dArtists,Joey Aiello,6.3,301 DIDO,70,A
47,2/19/19,Silver Bullet Boys,Johnny Madden,7.2,301 DIDO,70,A
57,", 2-4-19",Fun & Games,Barry Wooley,9.1,501 SIDO,70,A
68,1/14/19,Phantom Cork,Andrew Flanagan,9.3,501 SIDO,70,W
43,1/21/19,Big Wayne,Tracy Jourdan,6.2,301 DIDO,70,A
41,2/19/19,Be Somebody!,David Scholtes,6.2,301 DIDO,69.9,W
65,1/22/19,Con dArtists,Craig Eitings,9.2,501 SIDO,69.8,W
14,1/29/19,The Deuce,Cosmin Macris,2.3,501 SIDO,69.8,0
13,2/19/19,Lunch Specials,Marty LaBelle,2.2,501 SIDO,69.8,W
64,2/19/19,Be Somebody!,David Scholtes,9.2,501 SIDO,69.8,0
57,", 4-2-19",Fighting Fish,Mike Hobin,7.3,301 DIDO,69.7,A
8,1/22/19,N.W.O.,Brian Fenlon,2.2,501 SIDO,69.6,W
15,2/11/19,Kiss My Blarney Stone,Phillip Beltz,2.3,501 SIDO,69.5,0
21,", 2-5-19",Con dArtists,Derek Dreis,3.3,301 DIDO,69.5,W
19,", 4-2-19",Fighting Fish,Jamie Fuentes,3.1,301 DIDO,69.5,W
14,1/22/19,140 Darts,Erik Lindholm,3.1,301 DIDO,69.5,W
15,", 4-1-19",Mattadors,Patrick O'Krongley Jr,3.2,301 DIDO,69.5,W
28,3/12/19,Full of Bull,Carlos Perez,5.1,301 DIDO,69.5,W
19,1/21/19,Big Wayne,Ken Brookins,3.1,301 DIDO,69.5,W
13,", 2-5-19",Dart Team,Alex Falk Jr,3.1,301 DIDO,69.5,W
47,", 2-5-19",Sparkle Motion,Dave Johnson,7.2,301 DIDO,69.5,0
29,1/15/19,N.W.O.,Brian Fenlon,5.1,301 DIDO,69.5,W
27,2/12/19,Be Somebody!,Joe DaVanti,4.3,301 DIDO,69.5,W
34,", 4-9-19",Be Somebody!,David Scholtes,6.1,501 SIDO,69.5,W
30,2/26/19,Cork Busters,Nick Georgeson,5.1,301 DIDO,69.5,W
56,1/21/19,Happy Accident,Jameson Metcalf,9.1,501 SIDO,69.4,W
46,2/12/19,Silver Bullet Boys,Nick Florek,7.1,301 DIDO,69.3,A
46,", 4-8-19",Funky Bunch,Mark Gillespie,7.1,301 DIDO,69.3,W
1,", 2-4-19",Never Convicted,Brian Cunningham,1.1,501 SIDO,69.3,0
73,2/12/19,Be Somebody!,Joe DaVanti,9.3,501 SIDO,69.3,0
49,", 2-5-19",Cork Busters,Liz Tynan,6.3,501 SIDO,69.3,0
69,3/12/19,Team Fireball,John G Kilroy,9.3,501 SIDO,69,A
57,", 3-5-19",Motley Crew,Kevin Askham,9.2,501 SIDO,69,W
15,3/12/19,Con dArtists,Nolan Rafferty,2.3,501 SIDO,69,A
46,2/19/19,Silver Bullet Boys,Nick Florek,7.2,301 DIDO,69,W
